Country,Year,Vehicle Class,Category Of Vehicle,Sales Of Motor Vehicles,Parameters,Consumer Category,Energy Sale For Utilities And Non-Utilities
India,"Financial Year (Apr - Mar), 2014",Buses,Motorcycles,7094609,DIESEL,Domestic,97804.92
India,"Financial Year (Apr - Mar), 2024",Three Wheelers,Mopeds,,ELECTRIC/PLUG-IN,Agriculture,6066.47
India,"Financial Year (Apr - Mar), 2019",Four Wheelers,Motorcycles,,CNG ONLY,Public Water Works & Sewage Pumping,16135.51
India,"Financial Year (Apr - Mar), 2003",Two Wheelers,CNG Cars,9362771,LPG ONLY,Miscellaneous,9658.56
India,"Financial Year (Apr - Mar), 2013",Quadricycle,Scooters,,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2018",Four Wheelers,Electric Cars,,CNG ONLY,Commercial,
India,"Financial Year (Apr - Mar), 2023",Two Wheelers,CNG Cars,3870562,ELECTRIC(BOV),Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2006",Quadricycle,Mopeds,,ELECTRIC/PLUG-IN,Agriculture,2334.13
India,"Financial Year (Apr - Mar), 2019",Quadricycle,Electric Two Wheelers,1554613,DIESEL,Public Water Works & Sewage Pumping,8867.18
India,"Financial Year (Apr - Mar), 2002",Four Wheelers,Electric Two Wheelers,,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2001",Trucks,Motorcycles,,DIESEL/HYBRID,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2004",Two Wheelers,Electric Cars,,DIESEL,Public Water Works & Sewage Pumping,9758.98
India,"Financial Year (Apr - Mar), 2003",Two Wheelers,Motorcycles,,ELECTRIC(BOV),Public Water Works & Sewage Pumping,18827.43
India,"Financial Year (Apr - Mar), 2003",Three Wheelers,Electric Two Wheelers,,DIESEL,Domestic,45502.87
India,"Financial Year (Apr - Mar), 2009",Buses,Scooters,6279324,CNG ONLY,Agriculture,94854.8
India,"Financial Year (Apr - Mar), 2015",Buses,Mopeds,,DIESEL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2001",Four Wheelers,Diesel Cars,1737408,CNG ONLY,Miscellaneous,4511.69
India,"Financial Year (Apr - Mar), 2011",Two Wheelers,CNG Cars,,PETROL,Agriculture,
India,"Financial Year (Apr - Mar), 2023",Four Wheelers,Quadricycle,1790752,LPG ONLY,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2019",Four Wheelers,CNG Cars,6889771,ELECTRIC(BOV),Commercial,69427.24
India,"Financial Year (Apr - Mar), 2005",Quadricycle,Mopeds,,CNG ONLY,Agriculture,3825.58
India,"Financial Year (Apr - Mar), 2003",Trucks,Electric Two Wheelers,5147997,CNG ONLY,Agriculture,13775.61
India,"Financial Year (Apr - Mar), 2009",Buses,Electric Two Wheelers,,DIESEL,Public Water Works & Sewage Pumping,77326.59
India,"Financial Year (Apr - Mar), 2010",Three Wheelers,CNG Cars,,DIESEL,Agriculture,48886.92
India,"Financial Year (Apr - Mar), 2024",Three Wheelers,Diesel Cars,,LPG ONLY,Public Water Works & Sewage Pumping,6763.06
India,"Financial Year (Apr - Mar), 2023",Buses,Motorcycles,2227181,ELECTRIC/PLUG-IN,Agriculture,2591.73
India,"Financial Year (Apr - Mar), 2012",Trucks,Electric Cars,,DIESEL/HYBRID,Miscellaneous,38805.38
India,"Financial Year (Apr - Mar), 2010",Two Wheelers,Diesel Cars,2130539,PETROL,Commercial,
India,"Financial Year (Apr - Mar), 2017",Four Wheelers,CNG Cars,,PETROL,Domestic,
India,"Financial Year (Apr - Mar), 2021",Four Wheelers,CNG Cars,,ELECTRIC/PLUG-IN,Miscellaneous,
India,"Financial Year (Apr - Mar), 2007",Three Wheelers,Scooters,,CNG ONLY,Miscellaneous,
India,"Financial Year (Apr - Mar), 2009",Three Wheelers,Motorcycles,1717017,DIESEL/HYBRID,Domestic,1888.37
India,"Financial Year (Apr - Mar), 2008",Quadricycle,Electric Two Wheelers,,DIESEL,Commercial,77116.04
India,"Financial Year (Apr - Mar), 2024",Three Wheelers,Electric Cars,,ELECTRIC(BOV),Domestic,
India,"Financial Year (Apr - Mar), 2004",Three Wheelers,Electric Two Wheelers,4752297,DIESEL/HYBRID,Public Water Works & Sewage Pumping,26053.53
India,"Financial Year (Apr - Mar), 2005",Trucks,Electric Two Wheelers,7018443,PETROL,Miscellaneous,4029.25
India,"Financial Year (Apr - Mar), 2013",Four Wheelers,Quadricycle,,ELECTRIC/PLUG-IN,Miscellaneous,64313.89
India,"Financial Year (Apr - Mar), 2017",Four Wheelers,CNG Cars,3577675,CNG ONLY,Domestic,40081.45
India,"Financial Year (Apr - Mar), 2005",Buses,CNG Cars,,ELECTRIC(BOV),Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2000",Three Wheelers,CNG Cars,8007043,ELECTRIC(BOV),Miscellaneous,99851.28
India,"Financial Year (Apr - Mar), 2012",Two Wheelers,Mopeds,,LPG ONLY,Domestic,
India,"Financial Year (Apr - Mar), 2006",Two Wheelers,Scooters,7877791,CNG ONLY,Miscellaneous,3628.73
India,"Financial Year (Apr - Mar), 2010",Two Wheelers,Diesel Cars,2336133,DIESEL/HYBRID,Agriculture,
India,"Financial Year (Apr - Mar), 2009",Four Wheelers,Diesel Cars,7038722,PETROL,Public Water Works & Sewage Pumping,4814.25
India,"Financial Year (Apr - Mar), 2003",Trucks,Scooters,5923318,DIESEL,Domestic,75655.74
India,"Financial Year (Apr - Mar), 2008",Trucks,Diesel Cars,,LPG ONLY,Agriculture,7516.24
India,"Financial Year (Apr - Mar), 2023",Quadricycle,Scooters,,LPG ONLY,Domestic,80841.39
India,"Financial Year (Apr - Mar), 2015",Trucks,CNG Cars,2248057,PETROL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2019",Three Wheelers,Scooters,,DIESEL,Agriculture,
India,"Financial Year (Apr - Mar), 2017",Four Wheelers,Electric Two Wheelers,,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,47691.4
India,"Financial Year (Apr - Mar), 2024",Buses,Scooters,1873236,ELECTRIC/PLUG-IN,Commercial,
India,"Financial Year (Apr - Mar), 2024",Buses,Quadricycle,7956232,CNG ONLY,Agriculture,30278.52
India,"Financial Year (Apr - Mar), 2024",Trucks,CNG Cars,9187376,PETROL,Public Water Works & Sewage Pumping,8602.8
India,"Financial Year (Apr - Mar), 2006",Trucks,Mopeds,,DIESEL/HYBRID,Commercial,24919.71
India,"Financial Year (Apr - Mar), 2021",Two Wheelers,Scooters,,ELECTRIC(BOV),Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2007",Trucks,Electric Two Wheelers,,ELECTRIC(BOV),Domestic,
India,"Financial Year (Apr - Mar), 2020",Quadricycle,Scooters,,DIESEL/HYBRID,Miscellaneous,5198.66
India,"Financial Year (Apr - Mar), 2014",Trucks,Electric Two Wheelers,6826525,PETROL,Agriculture,5606.22
India,"Financial Year (Apr - Mar), 2001",Two Wheelers,Quadricycle,5081915,DIESEL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2024",Four Wheelers,Scooters,9348770,ELECTRIC(BOV),Domestic,2045.63
India,"Financial Year (Apr - Mar), 2003",Buses,Electric Cars,4473158,ELECTRIC/PLUG-IN,Commercial,72630.92
India,"Financial Year (Apr - Mar), 2006",Four Wheelers,Electric Cars,,DIESEL/HYBRID,Agriculture,5985.15
India,"Financial Year (Apr - Mar), 2015",Four Wheelers,Electric Cars,,DIESEL/HYBRID,Domestic,82324.32
India,"Financial Year (Apr - Mar), 2022",Two Wheelers,CNG Cars,4236156,PETROL,Public Water Works & Sewage Pumping,39071.01
India,"Financial Year (Apr - Mar), 2022",Four Wheelers,Electric Cars,5000488,CNG ONLY,Miscellaneous,90123.22
India,"Financial Year (Apr - Mar), 2004",Four Wheelers,Electric Cars,3888363,CNG ONLY,Miscellaneous,9182.9
India,"Financial Year (Apr - Mar), 2010",Three Wheelers,CNG Cars,9604731,PETROL,Commercial,89183.97
India,"Financial Year (Apr - Mar), 2015",Buses,Electric Two Wheelers,,DIESEL/HYBRID,Agriculture,2406.34
India,"Financial Year (Apr - Mar), 2018",Three Wheelers,Scooters,2141018,ELECTRIC/PLUG-IN,Agriculture,
India,"Financial Year (Apr - Mar), 2002",Two Wheelers,Electric Two Wheelers,,DIESEL,Commercial,
India,"Financial Year (Apr - Mar), 2006",Trucks,Mopeds,2660235,ELECTRIC/PLUG-IN,Domestic,56138.93
India,"Financial Year (Apr - Mar), 2014",Buses,Motorcycles,6179912,PETROL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2008",Four Wheelers,Electric Two Wheelers,3971676,DIESEL,Domestic,
India,"Financial Year (Apr - Mar), 2001",Trucks,Diesel Cars,,PETROL,Domestic,
India,"Financial Year (Apr - Mar), 2019",Two Wheelers,Mopeds,,DIESEL,Agriculture,91969.31
India,"Financial Year (Apr - Mar), 2018",Two Wheelers,Electric Two Wheelers,5722044,DIESEL/HYBRID,Agriculture,
India,"Financial Year (Apr - Mar), 2014",Quadricycle,Diesel Cars,2419381,PETROL,Miscellaneous,974.38
India,"Financial Year (Apr - Mar), 2023",Quadricycle,Mopeds,1367453,PETROL,Domestic,2271.25
India,"Financial Year (Apr - Mar), 2003",Four Wheelers,Electric Two Wheelers,,DIESEL,Agriculture,
India,"Financial Year (Apr - Mar), 2022",Buses,Diesel Cars,,DIESEL/HYBRID,Miscellaneous,99589.38
India,"Financial Year (Apr - Mar), 2020",Buses,Electric Cars,,PETROL,Domestic,4888.86
India,"Financial Year (Apr - Mar), 2008",Quadricycle,Motorcycles,,CNG ONLY,Public Water Works & Sewage Pumping,17398.64
India,"Financial Year (Apr - Mar), 2011",Trucks,CNG Cars,3467550,ELECTRIC(BOV),Commercial,1656.6
India,"Financial Year (Apr - Mar), 2018",Trucks,Electric Two Wheelers,2780742,LPG ONLY,Miscellaneous,
India,"Financial Year (Apr - Mar), 2021",Quadricycle,Scooters,,ELECTRIC(BOV),Agriculture,67069.36
India,"Financial Year (Apr - Mar), 2021",Two Wheelers,Scooters,,DIESEL/HYBRID,Commercial,31497.1
India,"Financial Year (Apr - Mar), 2000",Two Wheelers,Electric Cars,1363324,ELECTRIC(BOV),Domestic,4480.21
India,"Financial Year (Apr - Mar), 2012",Buses,Diesel Cars,,ELECTRIC(BOV),Miscellaneous,1089.18
India,"Financial Year (Apr - Mar), 2020",Two Wheelers,Quadricycle,,ELECTRIC(BOV),Agriculture,3976.18
India,"Financial Year (Apr - Mar), 2016",Buses,Motorcycles,4117834,ELECTRIC/PLUG-IN,Agriculture,70787.82
India,"Financial Year (Apr - Mar), 2018",Four Wheelers,Electric Cars,5567805,CNG ONLY,Miscellaneous,7301.3
India,"Financial Year (Apr - Mar), 2020",Buses,Electric Two Wheelers,3355647,PETROL,Commercial,9551.05
India,"Financial Year (Apr - Mar), 2013",Trucks,Electric Cars,6291646,CNG ONLY,Miscellaneous,20303.89
India,"Financial Year (Apr - Mar), 2000",Quadricycle,Scooters,,LPG ONLY,Agriculture,
India,"Financial Year (Apr - Mar), 2008",Three Wheelers,CNG Cars,6731308,DIESEL,Commercial,63882.32
India,"Financial Year (Apr - Mar), 2017",Four Wheelers,Diesel Cars,,ELECTRIC(BOV),Miscellaneous,6382.39
India,"Financial Year (Apr - Mar), 2005",Four Wheelers,Quadricycle,,CNG ONLY,Agriculture,4226.12
India,"Financial Year (Apr - Mar), 2022",Buses,CNG Cars,3318505,PETROL,Agriculture,2168.35
India,"Financial Year (Apr - Mar), 2005",Quadricycle,Electric Cars,4676805,DIESEL,Miscellaneous,6732.94
India,"Financial Year (Apr - Mar), 2005",Three Wheelers,Diesel Cars,,DIESEL,Domestic,4506.73
India,"Financial Year (Apr - Mar), 2022",Four Wheelers,Quadricycle,,ELECTRIC(BOV),Agriculture,
India,"Financial Year (Apr - Mar), 2001",Quadricycle,Electric Cars,,PETROL,Agriculture,3465.32
India,"Financial Year (Apr - Mar), 2009",Quadricycle,Scooters,798443,ELECTRIC(BOV),Domestic,38009.57
India,"Financial Year (Apr - Mar), 2004",Three Wheelers,Quadricycle,,DIESEL/HYBRID,Agriculture,25062.38
India,"Financial Year (Apr - Mar), 2004",Trucks,Quadricycle,3830887,ELECTRIC(BOV),Domestic,18937.2
India,"Financial Year (Apr - Mar), 2021",Four Wheelers,Quadricycle,,ELECTRIC(BOV),Commercial,3138.93
India,"Financial Year (Apr - Mar), 2009",Buses,Scooters,6309492,ELECTRIC/PLUG-IN,Miscellaneous,9948.63
India,"Financial Year (Apr - Mar), 2012",Four Wheelers,CNG Cars,,DIESEL/HYBRID,Miscellaneous,9801.29
India,"Financial Year (Apr - Mar), 2001",Buses,Diesel Cars,3504708,ELECTRIC/PLUG-IN,Domestic,3568.29
India,"Financial Year (Apr - Mar), 2018",Three Wheelers,Mopeds,,PETROL,Miscellaneous,8308.58
India,"Financial Year (Apr - Mar), 2023",Buses,Motorcycles,8960668,DIESEL,Domestic,
India,"Financial Year (Apr - Mar), 2017",Trucks,Mopeds,2191906,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,1488.36
India,"Financial Year (Apr - Mar), 2003",Trucks,Motorcycles,6299249,DIESEL/HYBRID,Public Water Works & Sewage Pumping,13418.34
India,"Financial Year (Apr - Mar), 2010",Quadricycle,Electric Cars,,LPG ONLY,Agriculture,8772.13
India,"Financial Year (Apr - Mar), 2018",Four Wheelers,Scooters,,LPG ONLY,Miscellaneous,62985.84
India,"Financial Year (Apr - Mar), 2003",Trucks,Motorcycles,,ELECTRIC/PLUG-IN,Domestic,54309.29
India,"Financial Year (Apr - Mar), 2016",Four Wheelers,Electric Cars,1172189,DIESEL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2012",Four Wheelers,Quadricycle,135438,LPG ONLY,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2005",Four Wheelers,Motorcycles,6849789,ELECTRIC/PLUG-IN,Commercial,
India,"Financial Year (Apr - Mar), 2002",Trucks,Scooters,,DIESEL/HYBRID,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2023",Trucks,Mopeds,1836525,ELECTRIC(BOV),Domestic,
India,"Financial Year (Apr - Mar), 2006",Four Wheelers,Mopeds,8336435,PETROL,Agriculture,699.61
India,"Financial Year (Apr - Mar), 2008",Two Wheelers,Electric Two Wheelers,,ELECTRIC/PLUG-IN,Agriculture,35230.1
India,"Financial Year (Apr - Mar), 2005",Four Wheelers,Motorcycles,9696599,DIESEL/HYBRID,Miscellaneous,5774.64
India,"Financial Year (Apr - Mar), 2018",Four Wheelers,Diesel Cars,,CNG ONLY,Commercial,73637.78
India,"Financial Year (Apr - Mar), 2001",Three Wheelers,Electric Cars,9981822,LPG ONLY,Commercial,82313.45
India,"Financial Year (Apr - Mar), 2023",Trucks,CNG Cars,5091820,PETROL,Agriculture,5494.31
India,"Financial Year (Apr - Mar), 2020",Four Wheelers,Electric Cars,8853026,CNG ONLY,Agriculture,88024.01
India,"Financial Year (Apr - Mar), 2009",Quadricycle,Quadricycle,,DIESEL,Commercial,
India,"Financial Year (Apr - Mar), 2021",Trucks,CNG Cars,9677788,ELECTRIC/PLUG-IN,Commercial,24276.17
India,"Financial Year (Apr - Mar), 2017",Three Wheelers,CNG Cars,,CNG ONLY,Agriculture,56001.62
India,"Financial Year (Apr - Mar), 2017",Trucks,Diesel Cars,5144544,DIESEL,Agriculture,3410.3
India,"Financial Year (Apr - Mar), 2010",Two Wheelers,Mopeds,4406650,CNG ONLY,Domestic,61462.82
India,"Financial Year (Apr - Mar), 2014",Four Wheelers,Electric Cars,2198370,DIESEL/HYBRID,Miscellaneous,
India,"Financial Year (Apr - Mar), 2000",Quadricycle,Motorcycles,,ELECTRIC/PLUG-IN,Commercial,
India,"Financial Year (Apr - Mar), 2012",Buses,Mopeds,,ELECTRIC(BOV),Agriculture,6764.32
India,"Financial Year (Apr - Mar), 2020",Quadricycle,Motorcycles,,PETROL,Commercial,
India,"Financial Year (Apr - Mar), 2008",Four Wheelers,CNG Cars,,DIESEL/HYBRID,Domestic,3704.43
India,"Financial Year (Apr - Mar), 2012",Three Wheelers,Electric Cars,,ELECTRIC/PLUG-IN,Commercial,
India,"Financial Year (Apr - Mar), 2021",Trucks,Mopeds,8737148,PETROL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2003",Three Wheelers,Motorcycles,,LPG ONLY,Public Water Works & Sewage Pumping,6825.12
India,"Financial Year (Apr - Mar), 2003",Buses,Electric Two Wheelers,174074,PETROL,Agriculture,8234.86
India,"Financial Year (Apr - Mar), 2011",Buses,Scooters,,DIESEL,Agriculture,1252.44
India,"Financial Year (Apr - Mar), 2002",Trucks,Mopeds,,PETROL,Domestic,13749.11
India,"Financial Year (Apr - Mar), 2005",Two Wheelers,Electric Two Wheelers,,ELECTRIC/PLUG-IN,Agriculture,
India,"Financial Year (Apr - Mar), 2021",Buses,Scooters,2702794,DIESEL/HYBRID,Agriculture,1210.87
India,"Financial Year (Apr - Mar), 2024",Two Wheelers,CNG Cars,,CNG ONLY,Miscellaneous,23.52
India,"Financial Year (Apr - Mar), 2006",Quadricycle,CNG Cars,,ELECTRIC(BOV),Agriculture,6065.4
India,"Financial Year (Apr - Mar), 2021",Four Wheelers,Electric Two Wheelers,4381047,PETROL,Agriculture,9374.41
India,"Financial Year (Apr - Mar), 2014",Quadricycle,CNG Cars,,CNG ONLY,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2014",Quadricycle,Diesel Cars,7982368,DIESEL,Miscellaneous,6201.15
India,"Financial Year (Apr - Mar), 2009",Four Wheelers,Electric Cars,5097692,LPG ONLY,Miscellaneous,
India,"Financial Year (Apr - Mar), 2019",Trucks,Quadricycle,,CNG ONLY,Agriculture,72108.69
India,"Financial Year (Apr - Mar), 2004",Quadricycle,Electric Two Wheelers,,CNG ONLY,Commercial,3026.15
India,"Financial Year (Apr - Mar), 2020",Trucks,Electric Cars,,DIESEL/HYBRID,Commercial,
India,"Financial Year (Apr - Mar), 2002",Trucks,Diesel Cars,,LPG ONLY,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2012",Three Wheelers,Motorcycles,,LPG ONLY,Agriculture,
India,"Financial Year (Apr - Mar), 2024",Quadricycle,Motorcycles,8308852,DIESEL,Domestic,29256.13
India,"Financial Year (Apr - Mar), 2005",Quadricycle,Electric Two Wheelers,7113260,PETROL,Commercial,45568.53
India,"Financial Year (Apr - Mar), 2001",Buses,Scooters,,LPG ONLY,Agriculture,80321.4
India,"Financial Year (Apr - Mar), 2021",Buses,Diesel Cars,6460219,PETROL,Commercial,43928.7
India,"Financial Year (Apr - Mar), 2010",Buses,Quadricycle,,DIESEL,Domestic,2545.67
India,"Financial Year (Apr - Mar), 2002",Quadricycle,Electric Cars,,LPG ONLY,Agriculture,99107.77
India,"Financial Year (Apr - Mar), 2018",Two Wheelers,Quadricycle,4311400,ELECTRIC/PLUG-IN,Agriculture,18164.95
India,"Financial Year (Apr - Mar), 2002",Four Wheelers,Mopeds,,CNG ONLY,Commercial,9924.5
India,"Financial Year (Apr - Mar), 2017",Quadricycle,Mopeds,9105281,DIESEL,Commercial,19162.33
India,"Financial Year (Apr - Mar), 2010",Two Wheelers,Mopeds,,CNG ONLY,Agriculture,1490.3
India,"Financial Year (Apr - Mar), 2003",Buses,Quadricycle,3551815,PETROL,Domestic,3270.12
India,"Financial Year (Apr - Mar), 2006",Three Wheelers,Quadricycle,,LPG ONLY,Commercial,8889.99
India,"Financial Year (Apr - Mar), 2007",Two Wheelers,Quadricycle,235391,DIESEL/HYBRID,Miscellaneous,42791.88
India,"Financial Year (Apr - Mar), 2014",Four Wheelers,Electric Cars,,ELECTRIC(BOV),Public Water Works & Sewage Pumping,79651.56
India,"Financial Year (Apr - Mar), 2003",Four Wheelers,Scooters,3802824,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,2831.9
India,"Financial Year (Apr - Mar), 2020",Trucks,Mopeds,59976,CNG ONLY,Miscellaneous,14917.1
India,"Financial Year (Apr - Mar), 2007",Trucks,Electric Cars,,ELECTRIC/PLUG-IN,Miscellaneous,
India,"Financial Year (Apr - Mar), 2003",Two Wheelers,Electric Cars,5406364,DIESEL,Commercial,
India,"Financial Year (Apr - Mar), 2018",Trucks,Mopeds,4421887,ELECTRIC/PLUG-IN,Miscellaneous,9848.74
India,"Financial Year (Apr - Mar), 2021",Buses,Quadricycle,,ELECTRIC(BOV),Commercial,
India,"Financial Year (Apr - Mar), 2008",Two Wheelers,Motorcycles,6017509,CNG ONLY,Miscellaneous,
India,"Financial Year (Apr - Mar), 2020",Buses,Diesel Cars,9182800,CNG ONLY,Domestic,93963.24
India,"Financial Year (Apr - Mar), 2007",Four Wheelers,Diesel Cars,4033278,DIESEL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2008",Buses,Mopeds,,DIESEL/HYBRID,Miscellaneous,
India,"Financial Year (Apr - Mar), 2016",Quadricycle,Quadricycle,7442300,CNG ONLY,Agriculture,24673.18
India,"Financial Year (Apr - Mar), 2016",Four Wheelers,Motorcycles,,CNG ONLY,Commercial,
India,"Financial Year (Apr - Mar), 2018",Trucks,Mopeds,,ELECTRIC(BOV),Public Water Works & Sewage Pumping,74660.86
India,"Financial Year (Apr - Mar), 2007",Buses,Quadricycle,8281330,LPG ONLY,Domestic,
India,"Financial Year (Apr - Mar), 2003",Quadricycle,CNG Cars,,DIESEL/HYBRID,Domestic,16380.24
India,"Financial Year (Apr - Mar), 2023",Four Wheelers,Scooters,3442207,ELECTRIC(BOV),Domestic,131.45
India,"Financial Year (Apr - Mar), 2016",Quadricycle,Diesel Cars,255300,PETROL,Domestic,4122.44
India,"Financial Year (Apr - Mar), 2024",Quadricycle,Diesel Cars,,ELECTRIC(BOV),Agriculture,
India,"Financial Year (Apr - Mar), 2021",Buses,Motorcycles,,ELECTRIC/PLUG-IN,Miscellaneous,
India,"Financial Year (Apr - Mar), 2014",Trucks,CNG Cars,,DIESEL/HYBRID,Public Water Works & Sewage Pumping,35006.75
India,"Financial Year (Apr - Mar), 2009",Two Wheelers,Mopeds,,PETROL,Commercial,1801.85
India,"Financial Year (Apr - Mar), 2008",Buses,Scooters,,CNG ONLY,Agriculture,
India,"Financial Year (Apr - Mar), 2002",Three Wheelers,Scooters,,DIESEL,Miscellaneous,72080.1
India,"Financial Year (Apr - Mar), 2010",Four Wheelers,Electric Cars,,ELECTRIC(BOV),Agriculture,
India,"Financial Year (Apr - Mar), 2014",Three Wheelers,Diesel Cars,,DIESEL/HYBRID,Domestic,3738.87
India,"Financial Year (Apr - Mar), 2000",Trucks,Mopeds,,ELECTRIC(BOV),Miscellaneous,
India,"Financial Year (Apr - Mar), 2024",Three Wheelers,Electric Cars,,ELECTRIC(BOV),Public Water Works & Sewage Pumping,62882.73
India,"Financial Year (Apr - Mar), 2024",Buses,Electric Two Wheelers,3853139,CNG ONLY,Agriculture,4508.04
India,"Financial Year (Apr - Mar), 2012",Trucks,Scooters,,DIESEL/HYBRID,Agriculture,76854.25
India,"Financial Year (Apr - Mar), 2002",Quadricycle,Motorcycles,9759844,CNG ONLY,Miscellaneous,
